Name,Types,Abilities,Height,Weight,Base Experience,Flavor Text
magcargo,"fire, rock","magma-armor, flame-body, weak-armor",8,550,151,The shell on its back is just skin that has cooled and hardened. It breaks easily with a slight touch.
swinub,"ice, ground","oblivious, snow-cloak, thick-fat",4,65,50,It rubs its snout on the ground to find and dig up food. It sometimes discovers hot springs.
piloswine,"ice, ground","oblivious, snow-cloak, thick-fat",11,558,158,"Because the long hair all over its body obscures its sight, it just keeps charging repeatedly."
corsola,"water, rock","hustle, natural-cure, regenerator",6,50,144,It continuously sheds and grows. The tip of its head is prized as a treasure for its beauty.
remoraid,water,"hustle, sniper, moody",6,120,60,It has superb ac­ curacy. The water it shoots out can strike even moving prey from more than 300 feet.
octillery,water,"suction-cups, sniper, moody",9,285,168,It traps enemies with its suction- cupped tentacles then smashes them with its rock-hard head.
delibird,"ice, flying","vital-spirit, hustle, insomnia",9,160,116,It carries food all day long. There are tales about lost people who were saved by the food it had.
mantine,"water, flying","swift-swim, water-absorb, water-veil",21,2200,170,"As it majestically swims, it doesn't care if REMORAID attach to it for scavenging its leftovers."
skarmory,"steel, flying","keen-eye, sturdy, weak-armor",17,505,163,"Its sturdy wings look heavy, but they are actually hollow and light, allowing it to fly freely in the sky."
houndour,"dark, fire","early-bird, flash-fire, unnerve",6,108,66,It uses different kinds of cries for communicating with others of its kind and for pursuing its prey.
houndoom,"dark, fire","early-bird, flash-fire, unnerve",14,350,175,"If you are burned by the flames it shoots from its mouth, the pain will never go away."
kingdra,"water, dragon","swift-swim, sniper, damp",18,1520,270,It is said that it usually hides in underwater caves. It can create whirlpools by yawning.
phanpy,ground,"pickup, sand-veil",5,335,66,"It swings its long snout around play­ fully, but because it is so strong, that can be dan­ gerous."
donphan,ground,"sturdy, sand-veil",11,1200,175,"It has sharp, hard tusks and a rugged hide. Its TACKLE is strong enough to knock down a house."
porygon2,normal,"trace, download, analytic",6,325,180,"This upgraded version of PORYGON is designed for space exploration. It can't fly, though."
stantler,normal,"intimidate, frisk, sap-sipper",14,712,163,The curved antlers subtly change the flow of air to create a strange space where real­ ity is distorted.
smeargle,normal,"own-tempo, technician, moody",12,580,88,A special fluid oozes from the tip of its tail. It paints the fluid everywhere to mark its territory.
tyrogue,fighting,"guts, steadfast, vital-spirit",7,210,42,"It is always bursting with en­ ergy. To make it­ self stronger, it keeps on fighting even if it loses."
hitmontop,fighting,"intimidate, technician, steadfast",14,480,159,"If you become enchanted by its smooth, elegant, dance-like kicks, you may get drilled hard."
smoochum,"ice, psychic","oblivious, forewarn, hydration",4,60,61,Its lips are the most sensitive parts on its body. It always uses its lips first to examine things.
elekid,electric,"static, vital-spirit",6,235,72,"It rotates its arms to generate electricity, but it tires easily, so it charges up only a little bit."
magby,fire,"flame-body, vital-spirit",7,214,73,"Each and every time it inhales and exhales, hot embers dribble out of its mouth and nostrils."
miltank,normal,"thick-fat, scrappy, sap-sipper",12,755,172,"Its milk is packed with nutrition, making it the ultimate beverage for the sick or weary."
blissey,normal,"natural-cure, serene-grace, healer",15,468,635,Anyone who takes even one bite of BLISSEY's egg be­ comes unfailingly caring and pleas­ ant to everyone.
raikou,electric,"pressure, inner-focus",19,1780,290,The rain clouds it carries let it fire thunderbolts at will. They say that it descended with lightning.
entei,fire,"pressure, inner-focus",21,1980,290,"Volcanoes erupt when it barks. Un­ able to restrain its extreme power, it races headlong around the land."
suicune,water,"pressure, inner-focus",20,1870,290,It races around the world to purify fouled water. It dashes away with the north wind.
larvitar,"rock, ground","guts, sand-veil",6,720,60,"It feeds on soil. After it has eaten a large mountain, it will fall asleep so it can grow."
pupitar,"rock, ground",shed-skin,12,1520,144,"Its shell is as hard as sheet rock, and it is also very strong. Its THRASHING can topple a mountain."
tyranitar,"rock, dark","sand-stream, unnerve",20,2020,300,"Its body can't be harmed by any sort of attack, so it is very eager to make challenges against enemies."
lugia,"psychic, flying","pressure, multiscale",52,2160,340,It is said that it quietly spends its time deep at the bottom of the sea because its powers are too strong.
ho-oh,"fire, flying","pressure, regenerator",38,1990,340,Legends claim this POKéMON flies the world's skies con­ tinuously on its magnificent seven- colored wings.
celebi,"psychic, grass",natural-cure,6,50,300,This POKéMON wan­ ders across time. Grass and trees flourish in the forests in which it has appeared.
treecko,grass,"overgrow, unburden",5,50,62,TREECKO has small hooks on the bottom of its feet that enable it to scale vertical walls. This POKéMON attacks by slamming foes with its thick tail.
grovyle,grass,"overgrow, unburden",9,216,142,The leaves growing out of GROVYLE’s body are convenient for camouflaging it from enemies in the forest. This POKéMON is a master at climbing trees in jungles.
sceptile,grass,"overgrow, unburden",17,522,265,The leaves growing on SCEPTILE’s body are very sharp edged. This POKéMON is very agile - it leaps all over the branches of trees and jumps on its foe from above or behind.
torchic,fire,"blaze, speed-boost",4,25,62,"TORCHIC sticks with its TRAINER, following behind with unsteady steps. This POKéMON breathes fire of over 1,800 degrees F, including fireballs that leave the foe scorched black."
combusken,"fire, fighting","blaze, speed-boost",9,195,142,"COMBUSKEN toughens up its legs and thighs by running through fields and mountains. This POKéMON’s legs possess both speed and power, enabling it to dole out ten kicks in one second."
blaziken,"fire, fighting","blaze, speed-boost",19,520,265,"In battle, BLAZIKEN blows out intense flames from its wrists and attacks foes courageously. The stronger the foe, the more intensely this POKéMON’s wrists burn."
mudkip,water,"torrent, damp",4,76,62,"The fin on MUDKIP’s head acts as highly sensitive radar. Using this fin to sense movements of water and air, this POKéMON can determine what is taking place around it without using its eyes."
marshtomp,"water, ground","torrent, damp",7,280,142,"The surface of MARSHTOMP’s body is enveloped by a thin, sticky film that enables it to live on land. This POKéMON plays in mud on beaches when the ocean tide is low."
swampert,"water, ground","torrent, damp",15,819,268,SWAMPERT is very strong. It has enough power to easily drag a boulder weighing more than a ton. This POKéMON also has powerful vision that lets it see even in murky water.
poochyena,dark,"run-away, quick-feet, rattled",5,136,56,"At first sight, POOCHYENA takes a bite at anything that moves. This POKéMON chases after prey until the victim becomes exhausted. However, it may turn tail if the prey strikes back."
mightyena,dark,"intimidate, quick-feet, moxie",10,370,147,MIGHTYENA gives obvious signals when it is preparing to attack. It starts to growl deeply and then flattens its body. This POKéMON will bite savagely with its sharply pointed fangs.
zigzagoon,normal,"pickup, gluttony, quick-feet",4,175,56,ZIGZAGOON restlessly wanders everywhere at all times. This POKéMON does so because it is very curious. It becomes interested in anything that it happens to see.
linoone,normal,"pickup, gluttony, quick-feet",5,325,147,"LINOONE always runs full speed and only in straight lines. If facing an obstacle, it makes a right-angle turn to evade it. This POKéMON is very challenged by gently curving roads."
wurmple,bug,"shield-dust, run-away",3,36,56,"Using the spikes on its rear end,   WURMPLE peels the bark off trees and feeds on the sap that oozes out. This POKéMON’s feet are tipped with suction pads that allow it to cling to glass without slipping."
silcoon,bug,shed-skin,6,100,72,"SILCOON tethers itself to a tree branch using silk to keep from falling. There,  this POKéMON hangs quietly while it awaits evolution. It peers out of the silk cocoon through a small hole."
beautifly,"bug, flying","swarm, rivalry",10,284,178,"BEAUTIFLY’s favorite food is the sweet pollen of flowers. If you want to see this POKéMON, just leave a potted flower by an open window. BEAUTIFLY is sure to come looking for pollen."
cascoon,bug,shed-skin,7,115,72,"CASCOON makes its protective cocoon by wrapping its body entirely with a fine silk from its mouth. Once the silk goes around its body, it hardens. This POKéMON prepares for its evolution inside the cocoon."
dustox,"bug, poison","shield-dust, compound-eyes",12,316,173,"DUSTOX is instinctively drawn to light. Swarms of this POKéMON are attracted by the bright lights of cities, where they wreak havoc by stripping the leaves off roadside trees for food."
lotad,"water, grass","swift-swim, rain-dish, own-tempo",5,26,44,"It searches about for clean water. If it does not drink water for too long, the leaf on its head wilts."
lombre,"water, grass","swift-swim, rain-dish, own-tempo",12,325,119,It lives at the water’s edge where it is sunny. It sleeps on a bed of water grass by day and becomes active at night.
ludicolo,"water, grass","swift-swim, rain-dish, own-tempo",15,550,240,"LUDICOLO begins dancing as soon as it hears cheerful, festive music. This POKéMON is said to appear when it hears the singing of children on hiking outings."
seedot,grass,"chlorophyll, early-bird, pickpocket",5,40,44,"SEEDOT attaches itself to a tree branch using the top of its head. It sucks moisture from the tree while hanging off the branch. The more water it drinks, the glossier this POKéMON’s body becomes."
nuzleaf,"grass, dark","chlorophyll, early-bird, pickpocket",10,280,119,NUZLEAF live in densely overgrown forests. They occasionally venture out of the forest to startle people. This POKéMON dislikes having its long nose pinched.
shiftry,"grass, dark","chlorophyll, wind-rider, pickpocket",13,596,240,It lives quietly in the deep forest. It is said to create chilly winter winds with the fans it holds.
taillow,"normal, flying","guts, scrappy",3,23,54,"TAILLOW courageously stands its ground against foes, however strong they may be. This gutsy POKéMON will remain defiant even after a loss. On the other hand, it cries loudly if it becomes hungry."
